,title,authors,isbn,average_rating,ratings_count,text_reviews_count,best_seller
5572,Rest Rabbit Rest,Jacquelyn Reinach/Richard Hefter,30420563,4.02,92,5,
5573,Restless Till We Rest In You: 60 Reflections From The Writings Of St. Augustine,Augustine of Hippo,1569550344,4.67,6,1,
5574,Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,735102864,4.13,11468,530,
5575,Rethinking The Economics Of War: The Intersection Of Need  Creed  And Greed,Cynthia J. Arnson/I. William Zartman,801882982,3.5,10,0,
5576,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,1883398290,4.35,115,4,
5577,Return,Karen Kingsbury/Gary Smalley,842382895,4.45,13180,288,
5578,Return Of The Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino,345381114,4.22,220,11,
5579,Return To Ithaca,Mary Pope Osborne/Troy Howell,786809930,4.14,280,19,
5580,Return To The Planet Of The Apes #2: Escape From Terror Lagoon,William Arrow,345251679,3,10,2,
5581,Return To The Planet Of The Apes:  Visions From Nowhere,William Arrow,345251229,3.33,12,1,
5582,Reunion,Karen Kingsbury/Gary Smalley,842386882,4.5,12509,271,
5583,Revenge Of The Lawn / The Abortion / So The Wind Won'T Blow It All Away,Richard Brautigan,395706742,4.29,2076,95,
5584,Revenge Of The Sith,Matthew Woodring Stover/George Lucas,345428838,4.14,11804,671,
5585,Reversible Errors,Scott Turow,446612626,3.83,5073,222,
5586,Revolution In The Valley: The Insanely Great Story Of How The Mac Was Made,Andy Hertzfeld/Steve Wozniak,596007191,4.18,1900,55,
5587,Revolutionary Characters: What Made The Founders Different,Gordon S. Wood,1594200939,3.97,3259,187,
5588,Revolutionary Girl Utena  Vol. 2: To Plant,Chiho Saito,1591162068,4,1292,20,
5589,Revolutionary Girl Utena  Vol. 3: To Sprout,Chiho Saito/Be-Pas,1591162076,4.05,1153,16,
5590,Revolutionary Girl Utena  Vol. 4: To Bud,Chiho Saito,1591160685,4.06,1060,18,
5591,Revolutionary Girl Utena  Vol. 5: To Blossom,Chiho Saito/Lillian Olsen/Be-Papas,1591161452,4.02,1017,33,
5592,Rg Veda  Vol. 01,CLAMP,1595324844,3.72,820,31,
5593,Richard Iii,William Shakespeare/Barbara A. Mowat/Paul Werstine,743482840,3.93,1945,191,
5594,Richard Kern  Action,Richard Kern/Dian Hanson,3822856495,3.84,13,0,
5595,Richard Matheson'S Hell House  Book 1,Ian Edginton/Simon Fraser,1932382607,4.08,13,0,
5596,Richard Matheson'S Hell House  Book 2,Ian Edginton/Simon Fraser,1932382720,4.5,8,0,
5597,Rick Steves' Europe Through The Back Door,Rick Steves,1566918081,4.24,3569,70,
5598,Ricochet,Sandra Brown,1416532358,3.97,15225,544,
5599,Riddley Walker,Russell Hoban,074755904X,4.03,305,44,
5600,Ride Of The Second Horseman: The Birth And Death Of War,Robert L. O'Connell,195119207,4.29,13,0,
5601,Ride The Moon Down,Terry C. Johnston,553572822,4.15,103,4,
5602,Riding The Bullet,Stephen King/Josh Hamilton,743525876,3.63,11649,270,
5603,Riding The Bus With My Sister: A True Life Journey,Rachel Simon,452284554,3.76,5226,771,
5604,Right Ho  Jeeves,P.G. Wodehouse,140690483X,4.32,8193,443,
5605,Right Livelihoods: Three Novellas,Rick Moody,316166340,3.31,223,47,
5606,Right Stuff  Wrong Sex: America'S First Women In Space Program,Margaret A. Weitekamp,801883946,3.82,36,9,
5607,Riley In The Morning,Sandra Brown,9792234799,3.44,2268,49,
5608,Rincewind The Wizzard,Terry Pratchett,739403451,4.21,1585,24,
5609,Ring,Kōji Suzuki/Robert B. Rohmer/Glynne Walley,1932234411,3.82,11396,742,
5610,Ring For Jeeves,P.G. Wodehouse,1585675245,4.01,2785,183,
5611,Ring Of Fire,Eric Flint/David Weber/Mercedes Lackey/Dave Freer/Andrew Dennis/Virginia DeMarce/Loren K. Jones/S.L. Viehl/Anette M. Pedersen/Jonathan Cresswell/Scott Washburn/Deann Allen/Mike Turner/Greg Donahue/Walt Boyes/Jody Dorsett/K.D. Wentworth,1416509089,3.9,1970,64,True
5612,Rings Of Ice,Piers Anthony,380000369,3.34,403,23,
5613,Rise To Rebellion,Jeff Shaara,345427548,4.18,5745,383,
5614,Rising From The Plains,John McPhee,374520658,4.23,1341,98,
5615,Rising Sun,Michael Crichton,606298231,3.63,42645,717,
5616,Risotto: 30 Simply Delicious Vegetarian Recipes From An Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,1841721476,4.08,8,2,
5617,Ritual Sins,Anne Stuart,451192524,3.68,682,67,
5618,River Of Blue Fire,Tad Williams,886778441,4.02,13383,235,
5619,River Of Ruin,Jack Du Brul,451410548,4.19,1196,37,
5620,River Of Shadows: Eadweard Muybridge And The Technological Wild West,Rebecca Solnit,142004103,4.15,1148,133,
5621,River Out Of Eden: A Darwinian View Of Life,Richard Dawkins/Lalla Ward,465069908,3.98,5891,192,
5622,Road Of The Patriarch,R.A. Salvatore,786940751,4.19,6274,78,
5623,Road Trip Usa: Cross-Country Adventures On America'S Two-Lane Highways,Jamie Jensen,1566917662,3.96,448,21,
5624,Roald Dahl Treasury,Roald Dahl,067003665X,4.43,2143,65,
5625,Roald Dahl: A Biography,Jeremy Treglown,156001993,3.62,221,26,
5626,Roald Dahl: The Storyteller,Jason Hook,750244917,4.06,0,0,
5627,Rob Roy,Walter Scott/Lockhart Bogle,375760601,3.7,26,1,
5628,Rob Roy Macgregor,Nigel Tranter,1897784317,3.93,100,3,
5629,Robbins And Cotran Review Of Pathology,Edward C. Klatt/Vinay   Kumar,721601944,4.33,55,6,
5630,Robert Frost: A Life,Jay Parini,805063412,4.11,259,31,
5631,Robert Van Gulik: His Life His Work,Janwillem van de Wetering/Arthur P. Yin,156947124X,3.57,39,5,
5632,Robin Williams Web Design Workshop,Robin P. Williams/John Tollett/Dave Rohr,201748673,3.8,54,1,
5633,Robinson Crusoe,Daniel Defoe/Virginia Woolf,375757325,3.67,209122,4131,
5634,Roc And A Hard Place,Piers Anthony,812534867,3.75,5832,36,
5635,Rock 'N' Roll,Tom Stoppard,802143075,3.71,951,60,
5636,Rock Star Superstar,Blake Nelson,142405744,3.61,310,34,
5637,Rocket Ship Galileo,Robert A. Heinlein,044101237X,3.71,6329,145,
5638,Rocketman: Astronaut Pete Conrad'S Incredible Ride To The Moon And Beyond,Nancy Conrad/Howard A. Klausner/Buzz Aldrin,045121837X,4.08,26,4,
5639,Rocky Stories: Tales Of Love  Hope  And Happiness At America'S Most Famous Steps,Michael Vitez/Tom Gralish/Sylvester Stallone,1589880293,4.16,31,4,
5640,Rodinsky'S Room,Rachel Lichtenstein/Iain Sinclair,1862073295,3.85,199,19,
5641,Roger Zelazny'S To Rule In Amber,John Gregory Betancourt/Roger Zelazny,1596871326,3.77,753,13,
5642,Romanee Conti: The World'S Most Fabled Wine,Richard Olney,847819272,3.75,20,1,
5643,Romanticism,Hugh Honour,64300897,3.75,42,2,
5644,Romeo & Juliet,William Shakespeare/Alan Durband,748702555,3.74,179,4,
5645,Romeo And Juliet,William Shakespeare/Paul Werstine/Barbara A. Mowat,743477111,3.74,1893917,14637,
5646,Ronald Reagan: How An Ordinary Man Became An Extraordinary Leader,Dinesh D'Souza,684848236,4.13,1059,35,
5647,Ronia  The Robber'S Daughter,Astrid Lindgren/Patricia Crampton,140317201,4.3,16327,444,
5648,Rosa,Nikki Giovanni/Bryan Collier,805071067,4.35,6097,635,
5649,Rose,V.C. Andrews,671039954,3.72,2352,29,
5650,Rose Daughter,Robin McKinley,441005837,3.77,17168,997,
5651,Rose In Bloom,Louisa May Alcott,316030899,4.04,19389,382,
5652,Rose Of No Man'S Land,Michelle Tea,156030934,3.52,1484,161,
5653,Rosencrantz And Guildenstern Are Dead,Tom Stoppard,802132758,4.06,73863,1618,
5654,Roses Are Red,James Patterson,747266999,4.04,220,19,
5655,Rough Crossings: Britain  The Slaves And The American Revolution,Simon Schama,006053916X,3.98,747,87,
5656,Rough Magic: A Biography Of Sylvia Plath,Paul Alexander,306812991,3.92,1516,60,
5657,Roughing It,Mark Twain/Henry B. Wonham,743436504,3.89,5846,494,
5658,Round Ireland With A Fridge,Tony Hawks,312274920,3.79,15191,838,
5659,Rounding The Mark,Andrea Camilleri/Stephen Sartarelli,014303748X,4.07,2598,164,
5660,Rouse Up  O Young Men Of The New Age!,Kenzaburō Ōe,1843540789,3.69,282,25,
5661,Rover Rettet Weihnachten.,Roddy Doyle/Brian Ajhar,3570127214,4.12,1,0,
5662,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,395957990,3.87,471,70,
5663,Ruby,V.C. Andrews,1568950748,3.93,17,0,
5664,Ruby Ann'S Down Home Trailer Park Bbqin' Cookbook,Ruby Ann Boxcar,806525363,4.08,13,2,
5665,Ruby Ann'S Down Home Trailer Park Cookbook,Ruby Ann Boxcar,806523492,4.12,50,5,
5666,Ruby Cookbook,Lucas Carlson/Leonard Richardson,596523696,3.84,166,4,
5667,Ruby For Rails: Ruby Techniques For Rails Developers,David A. Black/David Heinemeier Hansson,1932394699,3.77,180,10,
5668,Ruby Gloom'S Guide To Friendship,Matt Riser/Martin Hsu,810958627,4.36,38,4,
5669,Ruby The Red Fairy,Daisy Meadows/Georgie Ripper,043973861X,3.84,4334,319,
5670,Rule #1: The Simple Strategy For Successful Investing In Only 15 Minutes A Week!,Phil Town,307336131,4.02,1373,90,
5671,Rules Of Prey,John Sandford,425205819,4.11,62767,1738,
5672,Rumer Godden,Anne Chisholm,330367471,3.82,9,5,
5673,Rumic World Trilogy  Volume 3,Rumiko Takahashi,1569312060,3.88,69,1,
5674,Run,Francine Pascal,067103748X,3.93,2262,50,
5675,Runaway,Alice Munro,140004281X,3.98,633,115,
5676,Runaway Bride,Deborah  Gordon,380777584,4.25,8,0,
5677,Runaways,V.C. Andrews,671007637,3.77,5121,78,
5678,Runaways  Vol. 1: Pride And Joy,Brian K. Vaughan/Adrian Alphona,785113797,3.97,24754,859,
5679,Running Dog,Don DeLillo,679722947,3.43,1356,72,
5680,Running From Safety: An Adventure Of The Spirit,Richard Bach,385315287,3.79,1775,54,
5681,Running From The Deity,Alan Dean Foster,345461614,3.81,1045,26,
5682,Running In Heels,Anna Maxted,60988258,3.53,5826,207,
5683,Running With Scissors,Augusten Burroughs,1843544857,3.72,667,70,
5684,Running With The Demon,Terry Brooks,1857236076,3.97,72,3,
5685,Runny Babbit Book And Abridged Cd,Shel Silverstein/Dennis Locorriere,61130478,4.12,44,6,
5686,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,1421506742,4.38,1598,22,
5687,Ruthless Rhymes For Heartless Homes And More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,486402185,3.86,44,10,
5688,Sabbath'S Theater,Philip Roth,679772596,3.85,6993,482,True
5689,Sabriel,Garth Nix,60575816,4.17,1312,162,
5690,Sachs & Violens,Peter David/George Pérez,1401210503,3.26,66,9,
5691,Sacrament,Clive Barker,6482643,3.75,3942,106,
5692,Sacred Games,Vikram Chandra,61130354,3.93,5983,724,
5693,Sad Underwear And Other Complications: More Poems For Children And Their Parents,Judith Viorst/Richard  Hull,689833768,3.91,109,13,
